refcode,chemical_name,color,doi,authors,journal,first_page,volume,date,simplified_color
RIWSUM,"catena-(bis(μ3-N-(4-(Carboxylato)benzoyl)-L-alaninato-O,O,O',O'',O''')-bis(μ3-N-(4-(carboxylato)benzoyl)-L-alaninato-O,O,O',O'')-bis(μ2-N-(4-(carboxylato)benzoyl)-L-alaninato-O,O',O'')-bis(μ2-N-(4-(carboxylato)benzoyl)-L-alaninato-O,O')-icosaaqua-octa-cadmium(ii) hydrate)",colorless,10.1021/cg7007232,"Ho Yong Lee, Jaejoon Park, Myoung Soo Lah, Jong-In Hong",Crystal Growth and Design,587,8,2008-07-04,colorless
RIXBEG,"catena-[bis(μ3-N-(3-Carboxylatophenylsulfonyl)glycinato)-(μ2-4,4'-bipyridyl)-diaqua-bis(4,4'-bipyridyl)-di-manganese(ii) octahydrate clathrate]",,10.1021/cg700797v,"Lu-Fang Ma, Li-Ya Wang, Xian-Kuan Huo, Yao-Yu Wang, Yao-Ting Fan, Jian-Ge Wang, Shu-Hui Chen",Crystal Growth and Design,620,8,2008-07-04,
RIXPIZ,"catena-(bis(μ6-1,3,5-tris(4-Carboxylatophenyl)benzene)-bis(μ2-formato-O,O')-tetrakis(μ2-oxo)-tetra-aluminium acetone solvate)",,10.1021/ja501606h,"F.Gandara, H.Furukawa, Seungkyu Lee, O.M.Yaghi",Journal of the American Chemical Society,5271,136,2014-05-14,
RIYBEI,"catena-[bis(μ-2,4,6-tri(pyridin-4-yl)-1,3,5-triazine)-hexaiodo-tri-zinc (dibenzo[f,h]quinolin-12-yl)-(O-methyl carbonodithioatato)-palladium nitrobenzene solvate]",yellow,10.1021/ja502996h,"K.Ikemoto, Y.Inokuma, K.Rissanen, M.Fujita",Journal of the American Chemical Society,6892,136,2014-05-14,yellow
RIYBIM,"catena-[bis(μ-2,4,6-tri(pyridin-4-yl)-1,3,5-triazine)-hexaiodo-tri-zinc (acetonitrile)-bromo-(dibenzo[f,h]quinolin-12-yl)-palladium acetonitrile solvate]",yellow,10.1021/ja502996h,"K.Ikemoto, Y.Inokuma, K.Rissanen, M.Fujita",Journal of the American Chemical Society,6892,136,2014-05-14,yellow
RIYBOS,"catena-[bis(μ-2,4,6-tri(pyridin-4-yl)-1,3,5-triazine)-hexaiodo-tri-zinc 12-bromodibenzo[f,h]quinoline]",yellow,10.1021/ja502996h,"K.Ikemoto, Y.Inokuma, K.Rissanen, M.Fujita",Journal of the American Chemical Society,6892,136,2014-05-14,yellow
RIYWED,catena-[bis(μ4-5-phosphonoisophthalic acid)-(μ2-hydrogen 5-phosphonoisophthalate)-diaqua-di-calcium pentahydrate],colorless,10.1021/ja500356z,"M.Bazaga-Garcia, R.M.P.Colodrero, M.Papadaki, P.Garczarek, J.Zon, P.Olivera-Pastor, E.R.Losilla, L.Leon-Reina, M.A.G.Aranda, D.Choquesillo-Lazarte, K.D.Demadis, A.Cabeza",Journal of the American Chemical Society,5731,136,2014-05-14,colorless
RIYWIH,catena-[tetrakis(μ4-5-phosphonoisophthalic acid)-bis(μ2-3-carboxy-5-phosphonobenzoato)-tetrakis(aqua)-tetra-calcium],white,10.1021/ja500356z,"M.Bazaga-Garcia, R.M.P.Colodrero, M.Papadaki, P.Garczarek, J.Zon, P.Olivera-Pastor, E.R.Losilla, L.Leon-Reina, M.A.G.Aranda, D.Choquesillo-Lazarte, K.D.Demadis, A.Cabeza",Journal of the American Chemical Society,5731,136,2014-05-14,colorless
RIYXIG,catena-(bis(μ4-Hexamethylenetetramine)-tri-silver triperchlorate dihydrate),,10.1039/a700446j,"L.Carlucci, G.Ciani, D.W.v.Gudenberg, D.M.Proserpio, A.Sironi",Chemical Communications,631,,1997-12-19,
RIZNIY,"catena-[(μ4-Muconato-O,O',O'',O''')-(μ4-muconato-O,O,O',O')-diaqua-tris(1,10-phenanthroline)-tri-copper(ii) diperchlorate pentahydrate]",blue,10.1021/cg800244g,"M.H.Mir, J.J.Vittal",Crystal Growth and Design,1478,8,2008-11-06,blue
ROBWAH,"catena-(bis(μ4-1,3-bis(4-(3-Pyridyl)pyrimidin-2-ylthiomethyl)benzene-N,N',N'',S)-bis(nitrato-O)-tri-silver nitrate)",colorless,10.1016/j.poly.2008.04.016,"Hua-Ze, Dong, Hai-Bin Zhu, Xia Liu, Shao-Hua Gou",Polyhedron,2167,27,2008-11-06,colorless
ROCZAM,catena-[tetrakis(μ3-isonicotinato)-bis(μ2-azide)-bis(dimethylacetamide)-tri-cadmium dimethylacetamide solvate],colorless,10.1039/C4CE00347K,"Yuan-Chun He, Jiao Guo, Hong-Mei Zhang, Jian-Fang Ma, Ying-Ying Liu",CrystEngComm,5450,16,2014-05-14,colorless
ROCZEQ,catena-[tetrakis(μ3-isonicotinato)-bis(μ2-azide)-bis(1-methylpyrrolidin-2-one)-tri-cadmium bis(1-methylpyrrolidin-2-one)],colorless,10.1039/C4CE00347K,"Yuan-Chun He, Jiao Guo, Hong-Mei Zhang, Jian-Fang Ma, Ying-Ying Liu",CrystEngComm,5450,16,2014-05-14,colorless
ROCZIU,"catena-[tetrakis(μ3-isonicotinato)-bis(μ2-azide)-bis(1,3-dimethylimidazolidin-2-one)-tri-cadmium bis(1,3-dimethylimidazolidin-2-one)]",colorless,10.1039/C4CE00347K,"Yuan-Chun He, Jiao Guo, Hong-Mei Zhang, Jian-Fang Ma, Ying-Ying Liu",CrystEngComm,5450,16,2014-05-14,colorless
ROCZOA,catena-[tetrakis(μ3-4-(2H-tetrazol-5-yl)pyridine)-bis(μ2-azide)-bis(dimethylacetamide)-tri-cadmium dimethylacetamide solvate monohydrate],colorless,10.1039/C4CE00347K,"Yuan-Chun He, Jiao Guo, Hong-Mei Zhang, Jian-Fang Ma, Ying-Ying Liu",CrystEngComm,5450,16,2014-05-14,colorless
ROCZUG,catena-[tetrakis(μ3-4-(2H-tetrazol-5-yl)pyridine)-bis(μ2-azide)-bis(1-methylpyrrolidin-2-one)-tri-cadmium tetrakis(1-methylpyrrolidin-2-one) monohydrate],colorless,10.1039/C4CE00347K,"Yuan-Chun He, Jiao Guo, Hong-Mei Zhang, Jian-Fang Ma, Ying-Ying Liu",CrystEngComm,5450,16,2014-05-14,colorless
RODBAP,"catena-[tetrakis(μ3-4-(2H-tetrazol-5-yl)pyridine)-bis(μ2-azide)-bis(1,3-dimethylimidazolidin-2-one)-tri-cadmium tetrakis(1,3-dimethylimidazolidin-2-one)]",colorless,10.1039/C4CE00347K,"Yuan-Chun He, Jiao Guo, Hong-Mei Zhang, Jian-Fang Ma, Ying-Ying Liu",CrystEngComm,5450,16,2014-05-14,colorless
ROGLOP,"catena-((μ3-isonicotinato-N,O,O')-(μ2-azido-N,N)-bis(μ2-isonicotinato-N,O)-diaqua-di-nickel(ii))",green,10.1039/b812402g,"Bo-Wen Hu, Jiong-Peng Zhao, E.C.Sanudo, Fu-Chen Liu, Yong-Fei Zeng, Xian-He Bu",Dalton Transactions,5556,,2009-03-13,green
ROGSAI,"catena-[(μ10-trans,trans,trans,trans,trans,trans-Cyclohexane-1,2,3,4,5,6-hexacarboxylato)-bis(μ3-hydroxo)-(μ2-4,4'-dipyridyl)-tetraaqua-tetra-nickel(ii) tetrahydrate]",,10.1002/chem.200800430,"Jing Wang, Zhuo-Jia Lin, Yong-Cong Ou, Yong Shen, R.Herchel, Ming-Liang Tong",Chemistry-A European Journal,7218,14,2009-03-24,
ROHWOC,"catena-[bis(μ2-N-((4-methylphenyl)sulfonyl)-L-glutamato)-tris(μ3-4,4'-bipyridine)-di-copper hydrate]",green,10.1016/j.inoche.2014.01.016,"Qi Feng, Mingjie Yan, Lili Wu, Huihua Song, Haitao Yu",Inorganic Chemistry Communications,1,43,2014-05-15,green
ROJNEJ,catena(bis(μ4-Squarato)-bis(μ2-hydroxy)-di-vanadium tetrahydrate),,10.1002/anie.199720761,"Kuan-Jiuh Lin, Kwang-Hwa Lii","Angewandte Chemie, International Edition",2076,36,1998-01-15,
ROLCEC01,catena-(Ammonium tris(μ-formato)-copper),blue,10.1002/chem.201403466,"Ran Shang, Sa Chen, Zhe-Ming Wang, Song Gao",Chemistry-A European Journal,15872,20,2014-10-10,blue
ROLCEC02,catena-(Ammonium tris(μ-formato)-copper),blue,10.1002/chem.201403466,"Ran Shang, Sa Chen, Zhe-Ming Wang, Song Gao",Chemistry-A European Journal,15872,20,2014-10-10,blue
ROLCEC,catena-(Ammonium tris(μ-formato)-copper),blue,10.1002/chem.201403466,"Ran Shang, Sa Chen, Zhe-Ming Wang, Song Gao",Chemistry-A European Journal,15872,20,2014-10-10,blue
ROMQAN,"catena-[(μ-5,5'-(pentane-1,5-diylbis(oxy))diisophthalato)-diaqua-di-zinc(ii) dihydrate]",colorless,10.1002/chem.201403162,"Chao Huang, Ran Ding, Chuanjun Song, Jingjing Lu, Lu Liu, Xiao Han, Jie Wu, Hongwei Hou, Yaoting Fan",Chemistry-A European Journal,16156,20,2014-10-11,colorless
ROMQER,"catena-[bis(μ-5,5'-(pentane-1,5-diylbis(oxy))diisophthalato)-tris(μ-oxo)-diaqua-penta-zinc methanol solvate hexahydrate]",colorless,10.1002/chem.201403162,"Chao Huang, Ran Ding, Chuanjun Song, Jingjing Lu, Lu Liu, Xiao Han, Jie Wu, Hongwei Hou, Yaoting Fan",Chemistry-A European Journal,16156,20,2014-10-11,colorless
RONCIG,catena-(hexakis(μ3-Diglycolato)-tris(diaqua-copper)-di-gadolinium trihydrate),greenish-blue,10.1016/S0277-5387(96)00352-X,"Jing-Gao Mao, Ling Song, Xiao-Ying Huang, Jin-Shun Huang",Polyhedron,963,16,1998-01-27,greenish-blue
RONSIY,"catena-[bis(μ-4,4'-bipyridine)-bis(μ-4,4'-methylenedibenzoato)-diaqua-di-copper acetonitrile solvate]",colorless,10.1039/C4DT01890G,"Jian-Qiang Liu, Jian Wu, Zhen-Bin Jia, Hong-Lang Chen, Qing-Lin Li, H.Sakiyama, T.Soares, Ren Fei, C.Daiguebonne, O.Guillou, Seik Weng Ng",Dalton Transactions,17265,43,2014-10-13,colorless
RONSOC,"catena-(bis(1,3-Diammoniopropane) (μ4-phosphato)-bis(μ3-hydroxo)-bis(μ3-phosphato)-bis(μ3-hydrogen phosphato)-bis(μ2-hydroxo)-tetra-iron nonahydrate)",yellow,10.1039/a701109a,"Kwang-Hwa Lii, Yuh-Feng Huang",Chemical Communications,839,,1998-01-27,yellow
RONSOE,"catena-[(μ-aqua)-(μ-4,4'-bipyridine)-(μ-4,4'-methylenedibenzoato)-copper tetrahydrate]",blue,10.1039/C4DT01890G,"Jian-Qiang Liu, Jian Wu, Zhen-Bin Jia, Hong-Lang Chen, Qing-Lin Li, H.Sakiyama, T.Soares, Ren Fei, C.Daiguebonne, O.Guillou, Seik Weng Ng",Dalton Transactions,17265,43,2014-10-13,blue
RONZOJ,catena-(trans-bis(Pyridine)-tetrakis(μ2-cyano)-di-silver(i)-cadmium(ii) benzene clathrate),colorless,10.1007/BF01029940,"T.Soma, T.Iwamoto",Journal of Inclusion Phenomena and Molecular Recognition in Chemistry [1983-1998],161,26,1998-01-27,colorless
RONZUP,catena-(trans-bis(Pyridyl)-tetrakis(μ2-cyano)-di-silver(i)-cadmium(ii) pyrrole clathrate),colorless,10.1007/BF01029940,"T.Soma, T.Iwamoto",Journal of Inclusion Phenomena and Molecular Recognition in Chemistry [1983-1998],161,26,1998-01-27,colorless
ROPVIB,"catena(hexakis(μ3-1,3,5-Triazine)-bis(μ2-1,3,5-triazine)-aqua-hexa-silver(i) tetrakis(tetrafluoroborate))",colorless,10.1039/a700020k,"M.Bertelli, L.Carlucci, G.Ciani, D.M.Proserpio, A.Sironi",Journal of Materials Chemistry,1271,7,1998-01-27,colorless
ROQDIM01,catena-[bis(tetramethylammonium) hexakis(μ-azido)-iron-sodium],,10.1021/cg5004676,"Zi-Yi Du, Ying-Ping Zhao, Chun-Ting He, Bao-Ying Wang, Wei Xue, Hao-Long Zhou, Jie Bai, Bo Huang, Wei-Xiong Zhang, Xiao-Ming Chen",Crystal Growth and Design,3903,14,2014-10-14,
ROQDIM03,catena-[bis(tetramethylammonium) hexakis(μ-azido)-iron-sodium],,10.1021/cg5004676,"Zi-Yi Du, Ying-Ping Zhao, Chun-Ting He, Bao-Ying Wang, Wei Xue, Hao-Long Zhou, Jie Bai, Bo Huang, Wei-Xiong Zhang, Xiao-Ming Chen",Crystal Growth and Design,3903,14,2014-10-14,
ROQDIM04,catena-[bis(tetramethylammonium) hexakis(μ-azido)-iron-sodium],,10.1021/cg5004676,"Zi-Yi Du, Ying-Ping Zhao, Chun-Ting He, Bao-Ying Wang, Wei Xue, Hao-Long Zhou, Jie Bai, Bo Huang, Wei-Xiong Zhang, Xiao-Ming Chen",Crystal Growth and Design,3903,14,2014-10-14,
ROQFUA01,catena-[bis(tetramethylammonium) hexakis(μ-azido)-iron-potassium],,10.1021/cg5004676,"Zi-Yi Du, Ying-Ping Zhao, Chun-Ting He, Bao-Ying Wang, Wei Xue, Hao-Long Zhou, Jie Bai, Bo Huang, Wei-Xiong Zhang, Xiao-Ming Chen",Crystal Growth and Design,3903,14,2014-10-14,
ROQFUA05,catena-[bis(tetramethylammonium) hexakis(μ-azido)-iron-potassium],,10.1021/cg5004676,"Zi-Yi Du, Ying-Ping Zhao, Chun-Ting He, Bao-Ying Wang, Wei Xue, Hao-Long Zhou, Jie Bai, Bo Huang, Wei-Xiong Zhang, Xiao-Ming Chen",Crystal Growth and Design,3903,14,2014-10-14,
ROQMER01,catena-[bis(dimethylammonium) hexakis(μ-azido)-chromium-sodium],,10.1021/cg5004676,"Zi-Yi Du, Ying-Ping Zhao, Chun-Ting He, Bao-Ying Wang, Wei Xue, Hao-Long Zhou, Jie Bai, Bo Huang, Wei-Xiong Zhang, Xiao-Ming Chen",Crystal Growth and Design,3903,14,2014-10-14,
ROQMER02,catena-[bis(dimethylammonium) hexakis(μ-azido)-chromium-sodium],,10.1021/cg5004676,"Zi-Yi Du, Ying-Ping Zhao, Chun-Ting He, Bao-Ying Wang, Wei Xue, Hao-Long Zhou, Jie Bai, Bo Huang, Wei-Xiong Zhang, Xiao-Ming Chen",Crystal Growth and Design,3903,14,2014-10-14,
ROQMER03,catena-[bis(dimethylammonium) hexakis(μ-azido)-chromium-sodium],,10.1021/cg5004676,"Zi-Yi Du, Ying-Ping Zhao, Chun-Ting He, Bao-Ying Wang, Wei Xue, Hao-Long Zhou, Jie Bai, Bo Huang, Wei-Xiong Zhang, Xiao-Ming Chen",Crystal Growth and Design,3903,14,2014-10-14,
ROQMER,catena-[bis(dimethylammonium) hexakis(μ-azido)-chromium-sodium],,10.1021/cg5004676,"Zi-Yi Du, Ying-Ping Zhao, Chun-Ting He, Bao-Ying Wang, Wei Xue, Hao-Long Zhou, Jie Bai, Bo Huang, Wei-Xiong Zhang, Xiao-Ming Chen",Crystal Growth and Design,3903,14,2014-10-14,
ROQNES01,catena-[bis(dimethylammonium) hexakis(μ-azido)-chromium-potassium],,10.1021/cg5004676,"Zi-Yi Du, Ying-Ping Zhao, Chun-Ting He, Bao-Ying Wang, Wei Xue, Hao-Long Zhou, Jie Bai, Bo Huang, Wei-Xiong Zhang, Xiao-Ming Chen",Crystal Growth and Design,3903,14,2014-10-14,
ROQNES03,catena-[bis(tetramethylammonium) hexakis(μ-azido)-chromium-potassium],,10.1021/cg5004676,"Zi-Yi Du, Ying-Ping Zhao, Chun-Ting He, Bao-Ying Wang, Wei Xue, Hao-Long Zhou, Jie Bai, Bo Huang, Wei-Xiong Zhang, Xiao-Ming Chen",Crystal Growth and Design,3903,14,2014-10-14,
ROQNES04,catena-[bis(tetramethylammonium) hexakis(μ-azido)-chromium-potassium],,10.1021/cg5004676,"Zi-Yi Du, Ying-Ping Zhao, Chun-Ting He, Bao-Ying Wang, Wei Xue, Hao-Long Zhou, Jie Bai, Bo Huang, Wei-Xiong Zhang, Xiao-Ming Chen",Crystal Growth and Design,3903,14,2014-10-14,
ROQNES,catena-[bis(dimethylammonium) hexakis(μ-azido)-chromium-potassium],,10.1021/cg5004676,"Zi-Yi Du, Ying-Ping Zhao, Chun-Ting He, Bao-Ying Wang, Wei Xue, Hao-Long Zhou, Jie Bai, Bo Huang, Wei-Xiong Zhang, Xiao-Ming Chen",Crystal Growth and Design,3903,14,2014-10-14,
ROQVIE,"catena-[(μ-5-(pyrazolato-4-yl)-3-(pyridin-4-yl)-1H-1,2,4-triazol-1-yl)-zinc hemihydrate]",colorless,10.1039/C4DT02338B,"Miao Miao Zhang, Yun Gong, Pan Zhang, Hui Fang Shi, Jian Hua Lin",Dalton Transactions,17129,43,2014-10-14,colorless
RORLIV,catena-[Tetramethylphosphonium (μ2-chloro)-bis(μ2-dicyanamide)-cadmium],colorless,10.1107/S2053229614022360,"Q.Li, H.-T.Wang",Acta Crystallographica Section C: Structural Chemistry,1054,70,2014-10-14,colorless
RORRIB,"catena-[bis(μ6-cis,cis-Cyclohexane-1,3,5-tricarboxylato)-bis(1-methylpyrrolidin-2-one)-hexa-oxo-tri-uranium]",light yellow,10.1021/cg500828s,"P.Thuery, J.Harrowfield",Crystal Growth and Design,4214,14,2014-10-15,yellow
RORTAV,"catena-[Oxonium tetrakis(tris(μ2-4,4'-bipyridine 1,1'-dioxide)-copper(ii)) tris((μ12-phosphato)-tetracosakis(μ2-oxo)-dodeca-oxo-dodeca-tungsten) acetonitrile solvate hexacosahydrate]",red,10.1080/00958972.2014.957689,"Meilin Wei, Lin Chen, Xianying Duan",Journal of Coordination Chemistry,2809,67,2014-10-15,red
RORVAX,"catena-[(μ-4,4'-dicarboxybiphenyl-2,2'-diolato)-(N,N-dimethylformamide)-cobalt unknown solvate]",purple,10.1021/cg500978s,"D.Rankine, T.D.Keene, C.J.Doonan, C.J.Sumby",Crystal Growth and Design,5710,14,2014-10-15,purple
ROSCEH,"catena-(tris(μ2-1,4-bis(Pyrid-3-yl)-2,3-diazabuta-1,3-diene-N,N')-tetrakis(nitrato-O,O')-di-cobalt(ii) dihydrate)",red,10.1021/ic0006504,"Yu-Bin Dong, M.D.Smith, H.-C.zur Loye",Inorganic Chemistry,4927,39,2001-11-22,red
ROSKER,"catena-[hexakis(μ-cyano)-(μ-pyrazine-N,N'-dioxide)-tetraaqua-bis(cyano)-di-manganese-tungsten tetrahydrate]",,10.1021/cg500636m,"R.Podgajny, D.Pinkowicz, B.Czarnecki, M.Koziel, S.Chorazy, M.Wis, W.Nitek, M.Rams, B.Sieklucka",Crystal Growth and Design,4030,14,2014-10-15,
ROTQIC,"catena-[bis(μ-2,2'-(1,3,5,7-tetraoxo-5,7-dihydropyrrolo[3,4-f]isoindole-2,6(1H,3H)-diyl)dipropanoato)-bis(N,N-dimethylformamide)-di-zinc]",,10.1002/chem.201402855,"B.Joarder, S.Mukherjee, A.K.Chaudhari, A.V.Desai, B.Manna, S.K.Ghosh",Chemistry-A European Journal,15303,20,2014-10-16,
ROYREE,"catena-[tris(μ-4,4'-Methylenebis(3-hydroxy-2-naphthoato))-diaqua-bis(N,N-dimethylformamide)-di-holmium N,N-dimethylformamide solvate monohydrate]",pale yellow,10.1039/C5CE00263J,"Lina Zhang, Chao Zhang, Bin Zhang, Chenxia Du, Hongwei Hou",CrystEngComm,2837,17,2015-03-11,yellow
ROYRII,"catena-[tris(μ-4,4'-Methylenebis(3-hydroxy-2-naphthoato))-diaqua-bis(N,N-dimethylformamide)-di-erbium N,N-dimethylformamide solvate monohydrate]",pale yellow,10.1039/C5CE00263J,"Lina Zhang, Chao Zhang, Bin Zhang, Chenxia Du, Hongwei Hou",CrystEngComm,2837,17,2015-03-11,yellow
ROYROO,"catena-[tris(μ-4,4'-Methylenebis(3-hydroxy-2-naphthoato))-diaqua-bis(N,N-dimethylformamide)-di-ytterbium N,N-dimethylformamide solvate monohydrate]",pale yellow,10.1039/C5CE00263J,"Lina Zhang, Chao Zhang, Bin Zhang, Chenxia Du, Hongwei Hou",CrystEngComm,2837,17,2015-03-11,yellow
RUBDUP,"catena-(bis(μ6-Heptacyclo[37.3.1.14,8.111,15.118,22.125,29.132,36]octatetraconta-1(43),4(48),5,7,11(47),12,14,18(46),19,21,25(45),26,28,32(44),33,35,39,41-octadecaene-2,9,16,23,30,37-hexayne-6,20,34-tricarboxylato)-diaqua-tri-zinc unknown solvate)",yellow,10.1039/C5CC01635E,"Teng-Hao Chen, I.Popov, Yu-Chun Chuang, Yu-Sheng Chen, O.S.Miljanic",Chemical Communications,6340,51,2015-03-12,yellow
RUCGOM,"catena-(tetrakis(μ3-D-Penicillaminato-N,O,S,S)-di-gold(i)-di-platinum(ii)-zinc(ii) nonahydrate)",colorless,10.1246/cl.2009.526,"T.Konno, N.Yoshinari, M.Taguchi, A.Igashira-Kamiyama",Chemistry Letters,526,38,2010-01-21,colorless
RUDQUD,catena-[(μ6-η2-5-Ethynylpyrimidine)-bis(μ3-trifluoroacetato)-(μ2-trifluoroacetato)-diaqua-tetra-silver(i) monohydrate],,10.1021/ic900346p,"Liang Zhao, T.C.W.Mak",Inorganic Chemistry,6480,48,2010-01-21,
RUFDUT,"catena-[bis(Dimethylammonium) bis(μ5-(1-hydroxy-2-(pyridin-3-yl)ethane-1,1-diyl)bis(phosphonato))-diaqua-tri-nickel dihydrate]",green,10.1039/C5RA00197H,"Tong Sun, Cheng-Qi Jiao, Wen-Zhu Li, Zhen-Gang Sun, Chao Ma, Yan-Yu Zhu, Ming-Xue Ma, Hui Luo, Xiao-Wen Zhang, Mei-Ling Wang",RSC Advances,26410,5,2015-03-13,green
RUFMUA01,"catena((μ5-5-carboxybenzene-1,3-dicarboxylato)-aqua-calcium monohydrate)",colorless,10.1039/c2cc34006b,"A.Mallick, T.Kundu, R.Banerjee",Chemical Communications,8829,48,2012-11-07,colorless
RUFRIV,"catena-[tris(μ-isophthalato)-bis(μ-hydrogen 2,2',2''-nitrilotriethanolato)-aqua-penta-zinc hydrate]",light colorless,10.1021/cg501604c,"C.Paraschiv, A.Cucos, S.Shova, A.M.Madalan, C.Maxim, D.Visinescu, B.Cojocaru, V.I.Parvulescu, M.Andruh",Crystal Growth and Design,799,15,2015-03-13,colorless
RUGGIL,catena-[tris(μ2-formato)-bis(formamide)-samarium],pale yellow,10.1021/cg501421u,"P.Samarasekere, Xiqu Wang, W.Kaveevivitchai, A.J.Jacobson",Crystal Growth and Design,1119,15,2015-03-13,yellow
RUGGOR,catena-[tris(μ2-formato)-bis(formamide)-europium],colorless,10.1021/cg501421u,"P.Samarasekere, Xiqu Wang, W.Kaveevivitchai, A.J.Jacobson",Crystal Growth and Design,1119,15,2015-03-13,colorless
RUGGUX,catena-[tris(μ2-formato)-bis(formamide)-gadolinium],colorless,10.1021/cg501421u,"P.Samarasekere, Xiqu Wang, W.Kaveevivitchai, A.J.Jacobson",Crystal Growth and Design,1119,15,2015-03-13,colorless
RUGHEI,catena-[tris(μ2-formato)-bis(formamide)-terbium],colorless,10.1021/cg501421u,"P.Samarasekere, Xiqu Wang, W.Kaveevivitchai, A.J.Jacobson",Crystal Growth and Design,1119,15,2015-03-13,colorless
RUGJIO,catena-[aminomethaniminium tetrakis(μ2-formato)-samarium],pale yellow,10.1021/cg501421u,"P.Samarasekere, Xiqu Wang, W.Kaveevivitchai, A.J.Jacobson",Crystal Growth and Design,1119,15,2015-03-13,yellow
RUGJOU,catena-[aminomethaniminium tetrakis(μ2-formato)-holmium],pink,10.1021/cg501421u,"P.Samarasekere, Xiqu Wang, W.Kaveevivitchai, A.J.Jacobson",Crystal Growth and Design,1119,15,2015-03-13,pink
RUGJUA,catena-[aminomethaniminium tetrakis(μ2-formato)-thulium],pale yellow,10.1021/cg501421u,"P.Samarasekere, Xiqu Wang, W.Kaveevivitchai, A.J.Jacobson",Crystal Growth and Design,1119,15,2015-03-13,yellow
RUGKAH,catena-[aminomethaniminium tetrakis(μ2-formato)-lutetium],colorless,10.1021/cg501421u,"P.Samarasekere, Xiqu Wang, W.Kaveevivitchai, A.J.Jacobson",Crystal Growth and Design,1119,15,2015-03-13,colorless
RUGKOV,"catena-[bis(μ-adeninato)-tetrakis(μ-4-carboxylatopyrazolato)-diaqua-penta-zinc N,N-dimethylformamide solvate tetrahydrate]",colorless,10.1021/cg5016093,"Hong-Ru Fu, Jian Zhang",Crystal Growth and Design,1210,15,2015-03-13,colorless
RUGPEQ,"catena-[tris(μ-terephthalato)-(μ-4-(pyridin-4-yl)-N-(4-(pyridin-4-yl)phenyl)aniline)-bis(N,N-dimethylformamide)-tri-cadmium(ii)]",orange,10.1021/cg501708b,"Zhong-Jie Wang, Ling Qin, Xin Zhang, Jin-Xi Chen, He-Gen Zheng",Crystal Growth and Design,1303,15,2015-03-13,orange
RUGXOI01,"catena-(bis(Dimethylammonium) (μ4-3,5-dicarboxylatophenolato-O,O,O',O'')-(μ4-3,5-dicarboxylatophenolato-O,O',O'',O''')-di-zinc dimethylformamide solvate)",colorless,10.1021/cg501808y,"M.D.Hill, S.El-Hankari, M.Chiacchia, G.J.Tizzard, S.J.Coles, D.Bradshaw, J.A.Kitchen, T.D.Keene",Crystal Growth and Design,1452,15,2015-03-13,colorless
RUGYOJ,"catena-(bis(μ7-4,4',4''-Nitrilotribenzoato)-bis(4,4',4''-nitrilotribenzoato)-diaqua-penta-cadmium ethanol solvate)",light brown,10.1039/C5DT00489F,"M.Venkateswarulu, A.Pramanik, R.R.Koner",Dalton Transactions,6348,44,2015-03-13,brown
RUGZAW,"catena-(tris(μ3-4,4'-(4,4'-Bipyridine-2,6-diyl)dibenzoato)-bis(μ3-3,5-diamino-1,2,4-triazolato)-aqua-tetra-zinc dimethylformamide ethanol solvate octahydrate)",yellow,10.1021/cg501758a,"Di-Ming Chen, Na Xu, Xiao-Hang Qiu, Peng Cheng",Crystal Growth and Design,961,15,2015-03-13,yellow
RUHDII,"catena-[Ammonium (μ4-2-methylimidazole-4,5-dicarboxylato-N,N',O,O,O',O')-cadmium(ii)]",colorless,10.1007/s00706-008-0102-6,"Fanfang Dang, Xinwei Wang, Guoping Han, Yanhong Yao",Monatshefte fuer Chemie,615,140,2010-03-10,colorless
RUHFEH,catena-[tris(μ3-Hydrogen mesoxalato)-(μ3-dimethyl sulfoxide)-aqua-tri-copper-lanthanum dimethyl sulfoxide solvate trihydrate],blue,10.1039/C5CE00999E,"B.Gil-Hernandez, P.Gili, M.Quiros, J.Sanchiz",CrystEngComm,6555,17,2015-08-06,blue
RUHFIL,catena-[tris(μ3-Hydrogen mesoxalato)-(μ3-dimethyl sulfoxide)-aqua-cerium-tri-copper dimethyl sulfoxide solvate trihydrate],blue,10.1039/C5CE00999E,"B.Gil-Hernandez, P.Gili, M.Quiros, J.Sanchiz",CrystEngComm,6555,17,2015-08-06,blue
RUHFOR,catena-[tris(μ3-Hydrogen mesoxalato)-(μ3-dimethyl sulfoxide)-aqua-tri-copper-praseodymium dimethyl sulfoxide solvate tetrahydrate],blue,10.1039/C5CE00999E,"B.Gil-Hernandez, P.Gili, M.Quiros, J.Sanchiz",CrystEngComm,6555,17,2015-08-06,blue
RUHFUX,catena-[tris(μ3-Hydrogen mesoxalato)-(μ3-dimethyl sulfoxide)-aqua-tri-copper-neodymium dimethyl sulfoxide solvate hexahydrate],blue,10.1039/C5CE00999E,"B.Gil-Hernandez, P.Gili, M.Quiros, J.Sanchiz",CrystEngComm,6555,17,2015-08-06,blue
